name;asin;brand;source_url;descriptions;fk_info_info_PK;fk_Manufacturer_Id
Cote des Blancs Wine Yeast -s;B0086FSKY4;Home Brew Ohio;https://www.walmart.com/ip/Cote-des-Blancs-Wine-Yeast-10-Packs/125096881,http://www.amazon.com/Cote-Blancs-Wine-Yeast-Packs/dp/B0086FSKY4;"[{""dateSeen"":[""2017-11-18T18:54:00.000Z"",""2017-11-08T06:58:00.000Z"",""2017-08-23T10:55:00.000Z""],""sourceURLs"":[""https://www.walmart.com/ip/Cote-des-Blancs-Wine-Yeast-10-Packs/125096881""],""value"":""Fast fermenting strain that ensures a regular fermentation even at low temperatureLittle temperature increase in case of fermentation temperature is not controlledAlcohol tolerance: >14% vol""},{""dateSeen"":[""2017-01-14T19:38:00.000Z""],""sourceURLs"":[""https://www.walmart.com/ip/Cote-des-Blancs-Wine-Yeast-10-Packs/125096881""],""value"":""This strain respects typical varietal aromas of the grapes and intensifies primary aromas, especially those of very aromatic grape cultivars such as Sauvignon Blanc and Moscato. Ideal for all high quality white wines with intense varietal expression such as Chardonnay, Sauvignon Blanc, Riesling, Gewurztraminer, Moscato. Allows an optimum aromatic expression for the production of wines derivated from neutral grape cultivars. As an aromatic yeast strain, Cte des Blancs also showed very good results on sparkling and ros wines""}]";288;61.0
Alstertor Mustard Mug, 8.45 Ounce;B00CO63MOO,B000G68IES;Alstertor;http://www.walmart.com/ip/Alstertor-Mustard-Mug-8-45-Ounce/30884084,https://www.walmart.com/ip/Alstertor-Mustard-Mug-8-45-Ounce/30884084,https://www.barcodable.com/upc/088468128009,https://www.upccodesearch.com/upc/088468128009,http://www.amazon.com/Alstertor-ALSTERTOR-Beer-Mug-Mustard/dp/B000G68IES,http://www.amazon.com/ALSTERTOR-Beer-Mug-Mustard-8-45/dp/B000G68IES,http://www.ebay.com.au/itm/Mustard-In-Beer-Mug-Pack-of-12-/331740304412?hash=item4d3d43541c:g:McQAAOSwbqpTx~63,https://www.walmart.com/ip/Mustard-In-Beer-Mug-Pack-of-12/30884084;"[{""dateSeen"":[""2017-12-18T19:35:00.000Z"",""2017-12-18T18:46:00.000Z""],""sourceURLs"":[""http://www.walmart.com/ip/Alstertor-Mustard-Mug-8-45-Ounce/30884084"",""https://www.walmart.com/ip/Alstertor-Mustard-Mug-8-45-Ounce/30884084""],""value"":""Alstertor Mustard, Dusseldorf Style""},{""dateSeen"":[""2017-07-20T18:29:27.362Z"",""2017-07-14T07:01:02.547Z""],""sourceURLs"":[""https://www.barcodable.com/upc/088468128009"",""https://www.upccodesearch.com/upc/088468128009""],""value"":""UPC 088468128009 is the universal product code for ALSTERTOR MUSTARD IN BEER MUG, 8.45 OZ. This product was first discovered on January 16th, 2017. This UPC code is associated with 7 products created and manufactured by Alstertor in the Grocery category.""},{""dateSeen"":[""2016-11-05T02:13:21Z""],""sourceURLs"":[""https://www.walmart.com/ip/Mustard-In-Beer-Mug-Pack-of-12/30884084""],""value"":""Alstertor Mustard, Dusseldorf Style8.45 oz QTY 12 Product of Germany. Ingredients: Water, Mustard Seed, Spirit Vinegar, Sugar, Salt, Seasoning (May Contain Traces of Lactose, Pistachio, Celery, Mustard, Sesame), Flavouring.""}]";289;62.0
Carmex Lip Balm Original Jar - 12 PK, 12.;;Carmex;https://www.walmart.com/ip/Carmex-Lip-Balm-Original-Jar-12-PK-12-0-PACK/21150317,https://www.walmart.com/ip/Carmex-Original-Jar-25-oz-12-pack/21150317,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=99,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=100,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=93,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=96,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=98,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=95,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=88,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=82,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=81,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=74,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=70,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=76,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=73,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=69,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=68,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=65,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=64,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=59,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=57,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=54,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=55,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=52,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=51,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=48,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=53,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=41,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=46,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=45,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=33,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=40,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=35,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=30,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=27,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=36,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=23,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=24,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=16,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=22,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=29,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=15,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=18,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=25,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=17,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=12,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=21,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=11,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=4,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=3,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=2,https://www.walmart.com/reviews/product/21150317,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=101,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=102,https://www.walmart.com/reviews/product/21150317?limit=20&sort=relevancy&page=103,http://www.ebay.com/itm/Carmex-Original-Lip-Balm-Wholesale-LOT-of-312-Jars-0-61-ea-/371441521296?hash=item567ba3d290:g:gp4AAOSwEetV8Ile,https://www.walmart.com/ip/Carmex-Original-Formula-External-Analgesic-Lip-Balm-Jar-0.25-oz.-Pack-of-12/21150317,http://wrd.walmart.com/track?rd=http%3A%2F%2Fbeam.hlserve.com%2Fbeacon%3Ffid%3D96%26bd%3D1445990400%26noauction%3D1%26hl_qs%3Dvs1AG52I%252bZfQ9sE3Mf5z1fe%252fKDkwmfFsky1zIMFSXVCtOpbPf9KV0j9RtqRhcJFQXhz21uKS%252bOVDnaCdzD1XaKQWMLIdUHnpyWaBQSUzwG%252bf2WAf2mZ7qazPD02s7TpNdF4zXbg3%252f%252f2Js7j6CpiSpIJhjee4hNXgUbDrVZkx76mOvAbPVBrq8OM%252fMK9PVS19fvU2UY1kgpwtbEGAEaR8UT3TI%252f2AvqxQpjbS56v1PRQcXCtfL9w0XF1GPN2f%252f0x49J5krCHH99DuLkBnDE0e9b%252boSowxAERice0Ho%252bDuOlQQCyNDcbF1ZMW3fFgGhkqyuUzjCGnxnJSW7nNofWi1ME7SFBP5vEb88gexMp0UiEta4f4msgZVmOqvOu81tYpOWJcAZXWiGTjA0CzdgifSryeaenxqReJkvZSXt%252bgCtCuapHg8TJFpbqwfa9BmbbweMuFHy6Rt8E52%252big%252bMJoUpw%253d%253d%26ev%3D1%26action%3Dclick%26dest%3Dhttp%253A%252F%252Fwww.walmart.com%252Fip%252F21150317%253FfindingMethod%253Dwpa%2526tgtp%253D0%2526cmp%253D-1%2526pt%253Dbp%2526adgrp%253D-1%2526plmt%253D__plmt__%2526bkt%253D__bkt__%2526pgid%253D1085666_1007039_1001506%2526adUid%253D__adUid__%2526adiuuid%253D9fdf5690-2f93-4b1e-a337-31b5a533ceaa%2526adpgm%253Dhl%2526pltfm%253Ddesktop%26hlpt%3DB%26pageguid%3D__pageguid__%26tax%3D%26rank%3D3%26ic_strat%3D0%26creative%3D__creative__%26searchterms%3D%26pid%3D__pid__%26cuserid%3D%26platform%3D__pfm__%26puserid%3D__puserid__,http://www.walmart.com/ip/Carmex-Original-Formula-External-Analgesic-Lip-Balm-Jar-0.25-oz.-Pack-of-12/21150317;"[{""dateSeen"":[""2017-12-05T22:40:00.000Z"",""2017-10-23T17:20:00.000Z"",""2017-10-31T16:03:00.000Z"",""2017-10-21T08:46:00.000Z"",""2017-09-08T04:08:02.166Z""],""sourceURLs"":[""https://www.walmart.com/ip/Carmex-Lip-Balm-Original-Jar-12-PK-12-0-PACK/21150317"",""https://www.walmart.com/ip/Carmex-Original-Jar-25-oz-12-pack/21150317""],""value"":""Carmex Lip Balm is formulated with a variety of natural ingredients such as camphor, menthol and phenol. Carmex Original Lip Balm can be used as an external analgesic to treat lips that are chapped from the wind, cold or sun. Carmex Lip Balm can soothe and heal your lips, restoring them to a healthy state. It can also protect them if applied before chapping occurs. Carmex Lip Balm can also aid in the treatment of cold sores. Children as young as six months can be treated with this original lip balm. This package contains 12 jars, and each jar contains 0.25 oz of chapped lip balm.""},{""dateSeen"":[""2016-11-04T03:02:00Z""],""sourceURLs"":[""https://www.walmart.com/ip/Carmex-Original-Formula-External-Analgesic-Lip-Balm-Jar-0.25-oz.-Pack-of-12/21150317""],""value"":""Carmex Lip Balm is formulated with a variety of natural ingredients such as camphor, menthol and phenol. Carmex Original Lip Balm can be used as an external analgesic to treat lips that are chapped from the wind, cold or sun. Carmex Lip Balm can soothe and heal your lips, restoring them to a healthy state. It can also protect them if applied before chapping occurs. Carmex Lip Balm can also aid in the treatment of cold sores. Children as young as six months can be treated with this original lip balm. This package contains 12 jars, and each jar contains 0.25 oz of chapped lip balm. Carmex Lip Balm is formulated with a variety of natural ingredients such as camphor, menthol and phenol. Carmex Original Lip Balm can be used as an external analgesic to treat lips that are chapped from the wind, cold or sun. Carmex Lip Balm can soothe and heal your lips, restoring them to a healthy state. It can also protect them if applied before chapping occurs. Carmex Lip Balm can also aid in the treatment of cold sores. Children as young as six months can be treated with this original lip balm. This package contains 12 jars, and each jar contains 0.25 oz of chapped lip balm.Carmex Original Formula External Analgesic Lip Balm Jar, 0.25 oz. (Pack of 12): Inactive Ingredients: Beeswax, Cetyl Esters, Flavor, Fragrance, Lanolin, Paraffin, Petrolatum, Salicylic Acid And Theobroma Cacao (Cocoa) Seed Butter. Active Ingredients: Phenol 0.4 Menthol 0.7 Camphor 1.7 Instructions: Apply freely to affected area. Consult a physician for use on children under six months of age. Apply freely to affected area. Consult a physician for use on children under six months of age. Beeswax, Cetyl Esters, Flavor, Fragrance, Lanolin, Paraffin, Petrolatum, Salicylic Acid And Theobroma Cacao (Cocoa) Seed Butter. Helps provide relief of the symptoms of cold sores and dry chapped lips, Soothes, heals and protects, Each jar contains 0.25 oz of lip balm, Pack of 12, Can be used by adults and children 6 months and older""},{""dateSeen"":[""2016-06-17T10:20:03Z""],""sourceURLs"":[""http://www.walmart.com/ip/Carmex-Original-Formula-External-Analgesic-Lip-Balm-Jar-0.25-oz.-Pack-of-12/21150317""],""value"":""Carmex Lip Balm is formulated with a variety of natural ingredients such as camphor, menthol and phenol. Carmex Original Lip Balm can be used as an external analgesic to treat lips that are chapped from the wind, cold or sun. Carmex Lip Balm can soothe and heal your lips, restoring them to a healthy state. It can also protect them if applied before chapping occurs. Carmex Lip Balm can also aid in the treatment of cold sores. Children as young as six months can be treated with this original lip balm. This package contains 12 jars, and each jar contains 0.25 oz of chapped lip balm. Carmex Lip Balm is formulated with a variety of natural ingredients such as camphor, menthol and phenol. Carmex Original Lip Balm can be used as an external analgesic to treat lips that are chapped from the wind, cold or sun. Carmex Lip Balm can soothe and heal your lips, restoring them to a healthy state. It can also protect them if applied before chapping occurs. Carmex Lip Balm can also aid in the treatment of cold sores. Children as young as six months can be treated with this original lip balm. This package contains 12 jars, and each jar contains 0.25 oz of chapped lip balm.Carmex Original Formula External Analgesic Lip Balm Jar, 0.25 oz. (Pack of 12): Inactive Ingredients: Beeswax, Cetyl Esters, Flavor, Fragrance, Lanolin, Paraffin, Petrolatum, Salicylic Acid And Theobroma Cacao (Cocoa) Seed Butter. Active Ingredients: Menthol 0.7%; Camphor 1.7% Instructions: Apply freely to affected area. Consult a physician for use on children under six months of age. Apply freely to affected area. Consult a physician for use on children under six months of age. Beeswax, Cetyl Esters, Flavor, Fragrance, Lanolin, Paraffin, Petrolatum, Salicylic Acid And Theobroma Cacao (Cocoa) Seed Butter. Helps provide relief of the symptoms of cold sores and dry chapped lips, Soothes, heals and protects, Each jar contains 0.25 oz of lip balm, Pack of 12, Can be used by adults and children 6 months and older""}]";290;
Dry Cured Chorizo by Les Trois Petits Cochons;;Les Trois Petits Cochons;https://www.walmart.com/ip/Dry-Cured-Chorizo-by-Les-Trois-Petits-Cochons/139991615,https://www.walmart.com/reviews/product/139991615;"[{""dateSeen"":[""2017-12-19T01:25:00.000Z"",""2017-09-16T12:15:49.493Z"",""2017-09-03T17:36:15.414Z""],""sourceURLs"":[""https://www.walmart.com/ip/Dry-Cured-Chorizo-by-Les-Trois-Petits-Cochons/139991615""],""value"":""​A time honored recipe from the mountains of Spain, but handmade in the USA. Les Trois Petits Cochons Chorizo is intensely spiced with garlic and smoked paprika. ​Thinly slice and serve as an appetizer on crackers, sliced French baguette or in a sandwich. Best flavor when ser""},{""dateSeen"":[""2017-12-19T01:25:00.000Z"",""2017-09-10T04:31:17.239Z""],""sourceURLs"":[""https://www.walmart.com/ip/Dry-Cured-Chorizo-by-Les-Trois-Petits-Cochons/139991615""],""value"":""���A time honored recipe from the mountains of Spain, but handmade in the USA. Les Trois Petits Cochons Chorizo is intensely spiced with garlic and smoked paprika. ���Thinly slice and serve as an appetizer on crackers, sliced French baguette or in a sandwich. Best flavor when ser""},{""dateSeen"":[""2017-01-14T19:37:54Z""],""sourceURLs"":[""https://www.walmart.com/ip/Dry-Cured-Chorizo-by-Les-Trois-Petits-Cochons/139991615""],""value"":""A time honored recipe from the mountains of Spain, but handmade in the USA. Les Trois Petits Cochons Chorizo is intensely spiced with garlic and smoked paprika. Thinly slice and serve as an appetizer on crackers, sliced French baguette or in a sandwich. Best flavor when served at room temperature. Pair this Chorizo with a light-bodied dry white wine with a light, crisp refreshing taste or a light-bodied beer such as a Lager, Pilsner or Wheat Beer.""}]";291;63.0
Goya Cooking Red Wine, 25.4 Oz;B005F5KFXM;Goya Food;https://www.walmart.com/ip/Goya-Cooking-Red-Wine-25-4-Oz/37620690,https://www.barcodable.com/upc/041331038058,http://www.amazon.com/Goya-Red-Cooking-Wine-25-4/dp/B005F5KFXM,https://www.amazon.com/product-reviews/B005F5KFXM/ref=cm_cr_arp_d_show_all?&reviewerType=all_reviews&ie=UTF8&pageNumber=0&showViewpoints=1&sortBy=bySubmissionDateDescending,https://www.upccodesearch.com/upc/041331038058,http://www.kmart.com/service/search/productSearch?catalogId=10104&levels=Food+%26+Grocery_Beverages_Wine+%26+Champagnes&primaryPath=Food+%26+Grocery_Beverages_Wine+%26+Champagnes&searchBy=subcategory&storeId=10151,http://www.kmart.com/content/pdp/config/products/v1/products/033W050880111001P?site=kmart&upc=041331038058&mfgPartNum=3805&brand=Goya,http://www.kmart.com/content/pdp/products/pricing/v1/get/price/display/json?pid=033W050880111001P&pidType=3&priceMatch=Y&storeId=10151&upc=041331038058&mfgPartNum=3805&brand=Goya,https://www.amazon.com/product-reviews/B005F5KFXM/ref=cm_cr_arp_d_show_all?&reviewerType=all_reviews&ie=UTF8&pageNumber=1&showViewpoints=1&sortBy=bySubmissionDateDescending,https://www.amazon.com/Goya-Red-Cooking-Wine-25-4/dp/B005F5KFXM;"[{""dateSeen"":[""2017-12-18T19:37:00.000Z"",""2017-11-11T15:34:00.000Z""],""sourceURLs"":[""https://www.walmart.com/ip/Goya-Cooking-Red-Wine-25-4-Oz/37620690""],""value"":""Goya Cooking Wine, Red""},{""dateSeen"":[""2017-07-20T18:38:17.226Z"",""2017-07-14T07:22:07.428Z""],""sourceURLs"":[""https://www.barcodable.com/upc/041331038058"",""https://www.upccodesearch.com/upc/041331038058""],""value"":""UPC 041331038058 is the universal product code for Goya Red Cooking Wine, 25.4 oz. This product was first discovered on January 17th, 2017. This UPC code is associated with 1 product created and manufactured by Goya in the Grocery category.""}]";292;64.0
Don Bruno Sherry Vinegar, Aged, 25.4 Oz;B000CFHFLU;Roland;https://www.walmart.com/ip/Don-Bruno-Sherry-Vinegar-Aged-25-4-Oz/111484562,https://www.walmart.com/reviews/product/111484562,https://www.barcodable.com/upc/041224705548,https://www.upccodesearch.com/upc/041224705548,https://www.walmart.com/ip/Don-Bruno-Sherry-Vinegar-D-O-P-25-35-oz/111484562,http://www.product-open-data.com/product-brand-list-J2GPCL.html;"[{""dateSeen"":[""2017-12-18T18:48:00.000Z"",""2017-11-11T15:21:00.000Z""],""sourceURLs"":[""https://www.walmart.com/ip/Don-Bruno-Sherry-Vinegar-Aged-25-4-Oz/111484562""],""value"":""1 - 25.35 fl oz Bottle of Don Bruno Sherry Vinegar D.O.P.This vinegar is prepared naturally from the finest selected wines in the sherry-producing region of SpainAged by the traditional solera system""},{""dateSeen"":[""2017-07-16T18:48:17.220Z"",""2017-07-22T14:45:17.468Z""],""sourceURLs"":[""https://www.upccodesearch.com/upc/041224705548"",""https://www.barcodable.com/upc/041224705548""],""value"":""UPC 041224705548 is the universal product code for Don Bruno Sherry Wine Vinegar D.O.P. - 25.35 oz. This product was first discovered on January 17th, 2017. This UPC code is associated with 2 products created by Don Bruno and manufactured by Roland Foods in the Grocery category.""},{""dateSeen"":[""2016-11-05T22:51:33Z""],""sourceURLs"":[""https://www.walmart.com/ip/Don-Bruno-Sherry-Vinegar-D-O-P-25-35-oz/111484562""],""value"":""Don Bruno Sherry Vinegar D.O.P. - 25.35 ozThis vinegar is prepared naturally from the finest selected wines in the sherry-producing region of Spain, and aged by the traditional solera system. Don Bruno Sherry Wine Vinegar is noted for its distinctive sweet sherry aroma and mellow taste. A classic ingredient in gazpacho, this vinegar is essential in nouvelle cuisine sauces, in sald dressings, & in preparing marinades. Only moderate amounts are needed to capture the full sherry flavor.""}]";293;65.0
Vita Wild Herring In Wine Sauce, 32.0 OZ;;Vita;https://www.walmart.com/ip/Vita-Wild-Herring-In-Wine-Sauce-32-0-OZ/145989732,https://www.goodguide.com/products/377560-vita-herring-wine-sauce-reviews-ratings,https://www.walmart.com/reviews/product/145989732,https://www.walmart.com/ip/Vita-Herring-In-Wine/145989732;"[{""dateSeen"":[""2017-12-18T19:39:00.000Z"",""2017-11-11T15:26:00.000Z""],""sourceURLs"":[""https://www.walmart.com/ip/Vita-Wild-Herring-In-Wine-Sauce-32-0-OZ/145989732""],""value"":""Vita Herring In Wine""},{""dateSeen"":[""2017-11-01T02:14:00.000Z""],""sourceURLs"":[""https://www.goodguide.com/products/377560-vita-herring-wine-sauce-reviews-ratings""],""value"":""Cuts of herring in a mild wine sauce with sweet onions.Vita Foods""},{""dateSeen"":[""2017-01-16T19:31:24Z""],""sourceURLs"":[""https://www.walmart.com/ip/Vita-Herring-In-Wine/145989732""],""value"":""Vita Wild Herring In Wine Sauce, 32.0 OZ Ingredients: Herring, High Fructose Corn Syrup, Onions, Water, Vinegar, Wine (contains Sulfites), Sodium Benzoate (added as preservative), Salt, Natural Flavorings. Instructions: Keep Refrigerated. (-) Information is currently not available for this nutrient.* Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs:**** Percent Daily Values listed below are intended for adults and children over 4 years of age. Foods represented or purported to be for use by infants, children less than 4 years of age, pregnant women, or lactating women shall use the RDIs that are specified for the intended group provided by the FDA.Calories per gram:Fat 9Carbohydrate 4Protein 4 Vita Wild Herring In Wine Sauce., Vita Wild Herring in Wine Sauce., Since 1898., Made with natural ingredients., Preservative free., *Omega-3 fatty acids., Certified sustainable seafood., MSC www.msc.org., Ready to eat., Net wt 32 oz (2 lbs) 907g., No high fructose corn syrup., Gluten free., Wild caught., Recipe suggestion., Pickled herring bruschetta., To view this recipe and our full product line visit us at: www.vitafoodproducts.com., Sealed for freshness., Packed in U.S.A. Supportive but not conclusive research shows that consumption of EPA and DHA omega-3 fatty acids may reduce the risk of coronary heart disease., Vita herring in wine sauce provides 489mg of EPA and DHA omega-3 fatty acids., *Contains 489mg of omega-3 fatty acids per serving., From an MSC certified sustainable fishery., 800-989-VITA., www.msc.org.""}]";294;66.0
Pasteur Red Dried Wine Yeast (ets);B008EDD46M;Home Brew Ohio;https://www.walmart.com/ip/Pasteur-Red-Dried-Wine-Yeast-10-Packets/113651960,https://www.amazon.com/Premier-Rouge-Dried-Wine-Yeast/dp/B008EDD46M/ref=sr_1_5545_s_it?s=grocery&ie=UTF8&qid=1511680750&sr=1-5545,https://www.amazon.com/Premier-Rouge-Dried-Wine-Yeast/dp/B008EDD46M/ref=sr_1_5544_s_it?s=grocery&ie=UTF8&qid=1511680748&sr=1-5544,https://www.amazon.com/Premier-Rouge-Dried-Wine-Yeast/dp/B008EDD46M/ref=sr_1_5705_s_it?s=grocery&ie=UTF8&qid=1508809467&sr=1-5705,https://www.amazon.com/Premier-Rouge-Dried-Wine-Yeast/dp/B008EDD46M/ref=sr_1_6861_s_it/143-1631865-7903569?s=grocery&ie=UTF8&qid=1503453820&sr=1-6861,https://www.amazon.com/Premier-Rouge-Dried-Wine-Yeast/dp/B008EDD46M/ref=sr_1_9289_s_it/132-8705065-4498421?s=grocery&ie=UTF8&qid=1501646274&sr=1-9289,http://www.amazon.com/Pasteur-Dried-Wine-Yeast-Packets/dp/B008EDD46M;"[{""dateSeen"":[""2017-12-05T22:58:00.000Z"",""2017-11-16T14:45:00.000Z"",""2017-08-15T07:50:07.784Z"",""2017-07-22T17:24:42.587Z""],""sourceURLs"":[""https://www.walmart.com/ip/Pasteur-Red-Dried-Wine-Yeast-10-Packets/113651960""],""value"":""Meant for red wines because it is tolerant to heat and sulfur dioxideHardly ever causes stuck fermentationUsed for Cabernet Sauvignon, Merlot and Zinfandel""},{""dateSeen"":[""2017-01-16T19:31:17Z""],""sourceURLs"":[""https://www.walmart.com/ip/Pasteur-Red-Dried-Wine-Yeast-10-Packets/113651960""],""value"":""Red Star has been derived from the collection of the Institute Pasteur in Paris. It is a strong, even fermenter that produces full bodied reds. This yeast encourages the development of varietal fruit flavors, balanced by complex aromas, especially when using grapes of the Cabernet family. It may be necessary to cool the fermenting must to prevent unwanted temperature increase. This yeast is reported to give character to less robust red grapes, or those picked before optimum development""}]";295;67.0
2013 Onehope California Cabernet Sauvignon;B00VGVFL5Q;;https://www.amazon.com/2013-ONEHOPE-California-Cabernet-Sauvignon/dp/B00VGVFL5Q;;296;
2015 Apothic California Crush 750mL;B01LG6HWLG;;https://www.amazon.com/2015-Apothic-California-Crush-750mL/dp/B01LG6HWLG/ref=sr_1_218/132-2831000-5472439?s=wine&ie=UTF8&qid=1500429661&sr=1-218,https://www.amazon.com/2015-Apothic-California-Crush-750mL/dp/B01LG6HWLG/ref=sr_1_88/144-3359001-4307623?s=wine&ie=UTF8&qid=1497339385&sr=1-88,https://www.amazon.com/2015-Apothic-California-Crush-750mL/dp/B01LG6HWLG/ref=lp_13301564011_1_16_s_it/136-6822631-8028628?s=wine&ie=UTF8&qid=1497339201&sr=1-16,https://www.amazon.com/2015-Apothic-California-Crush-750mL/dp/B01LG6HWLG/ref=sr_1_388/144-9460605-2662839?s=wine&ie=UTF8&qid=1498829274&sr=1-388,https://www.amazon.com/2015-Apothic-California-Crush-750mL/dp/B01LG6HWLG/ref=lp_2983386011_1_11/160-5116168-7095232?s=wine&ie=UTF8&qid=1490316614&sr=1-11,https://www.amazon.com/2015-Apothic-California-Crush-750mL/dp/B01LG6HWLG/ref=lp_2983386011_1_10/158-0003155-0737025?s=wine&ie=UTF8&qid=1490144107&sr=1-10,https://www.amazon.com/2015-Apothic-California-Crush-750mL/dp/B01LG6HWLG/ref=lp_2983386011_1_7/163-2085683-1279106?s=wine&ie=UTF8&qid=1489798761&sr=1-7,https://www.amazon.com/2015-Apothic-California-Crush-750mL/dp/B01LG6HWLG/ref=lp_2983386011_1_10/157-0407564-5909923?s=wine&ie=UTF8&qid=1490230286&sr=1-10,https://www.amazon.com/2015-Apothic-California-Crush-750mL/dp/B01LG6HWLG/ref=lp_2983386011_1_2/168-4958624-0804845?s=wine&ie=UTF8&qid=1485305397&sr=1-2;;297;
