name;asin;brand;source_url;descriptions;fk_info_info_PK;fk_Manufacturer_Id
Rolling Rock174 Extra Pale Beer - 12pk / 12oz Bottles;;Rolling Rock;http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=90&category=5xsxx,http://redsky.target.com/v2/pdp/tcin/13391836?excludes=taxonomy,https://redsky.target.com/groot-domain-api/v1/reviews/13391836?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=450&category=5n5q6,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxxZ55alz,https://www.walmart.com/ip/Rolling-Rock-Extra-Pale-Beer-12-pack-12-fl-oz/15716674,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxxZ5zkq2,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxxZ5zkq6;"[{""dateSeen"":[""2017-12-18T23:37:00.000Z"",""2017-11-11T08:17:00.000Z""],""sourceURLs"":[""https://www.walmart.com/ip/Rolling-Rock-Extra-Pale-Beer-12-pack-12-fl-oz/15716674""],""value"":""Using a time-honored recipe with only the finest malted barley and blend of hops, Rolling Rock is a classic American Premium Pale Lager that is as well-known for its distinctive, full-bodied taste as it is for its craftsmanship, heritage and green bottle. From the glass lined""}]";108;
Not Your Fathers174 Vanilla Cream Ale - 6pk / 12oz Bottles;;Small Town Brewery;http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xsxx,https://redsky.target.com/groot-domain-api/v1/reviews/50847431?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v2/pdp/tcin/50847431?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=720&category=5n5q6,https://www.walmart.com/ip/Not-Your-Father-s-Vanilla-Cream-Hard-Soda-6-pack-12-fl-oz/138105462,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxxZ5zkq2,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=360&category=5xsxx,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxxZ5zkq6,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=1170&category=5xt0r;"[{""dateSeen"":[""2017-09-20T14:01:32.041Z"",""2017-09-21T06:15:56.384Z"",""2017-09-22T03:28:00.684Z"",""2017-09-17T11:54:52.144Z"",""2017-08-22T02:42:19.495Z"",""2017-09-01T03:49:50.579Z"",""2017-08-18T09:13:49.647Z"",""2017-08-18T09:13:47.996Z"",""2017-08-21T05:22:14.143Z"",""2017-08-16T03:17:51.865Z"",""2017-08-31T21:07:42.201Z"",""2017-08-22T11:19:26.746Z"",""2017-08-22T11:18:56.353Z"",""2017-08-15T01:49:26.439Z"",""2017-08-20T03:13:28.190Z"",""2017-07-28T06:37:15.427Z"",""2017-08-07T01:52:50.963Z"",""2017-08-05T23:58:11.197Z"",""2017-08-07T23:26:10.120Z"",""2017-07-23T13:12:39.712Z"",""2017-08-06T05:46:23.094Z"",""2017-08-06T05:46:12.518Z"",""2017-08-03T23:57:52.442Z"",""2017-08-04T06:40:47.159Z"",""2017-08-04T06:29:32.124Z"",""2017-08-03T02:33:24.309Z"",""2017-07-22T16:49:19.406Z"",""2017-07-27T03:22:59.549Z"",""2017-07-24T02:08:22.688Z"",""2017-07-25T03:28:31.577Z"",""2017-07-22T01:56:45.802Z"",""2017-07-22T21:49:34.945Z"",""2017-07-18T23:00:27.658Z""],""sourceURLs"":[""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxxZ5zkq2"",""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=360&category=5xsxx"",""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxxZ5zkq6"",""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=1170&category=5xt0r""],""value"":""Produced In The Tradition Of 18th Century English Brewers Who Supplied The Court Of Russias Catherine The Great, Old Rasputin Seems To Develop A Cult Following Wherever It Goes. Its A Rich, Intense Brew With Big Complex Flavors And A Warming Finish. Brbrthe Old Rasputin Brand Image Is A Drawing Of Rasputin With A Phrase In Russian Encircling Ita Sincere Friend Is Not Born Instantly.""}]";109;
Heineken174 Lager - 6pk / 12oz Bottles;;Heineken;http://redsky.target.com/v2/pdp/tcin/13665603?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxx,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxxZ56d9t,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxxZ76lv9,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxxZqy9cz,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5n5q6,https://www.walmart.com/ip/Heineken-Lager-Beer-6-pack-12-fl-oz/10984540,https://www.walmart.com/reviews/product/10984540,https://www.walmart.com/ip/Heineken-Beer-Bottles-6-PK-12-0-FL-OZ/10984540,http://www.walmart.com/ip/Heineken-Lager-Beer-12-fl-oz-6-Pack/10984540,https://www.walmart.com/ip/Heineken-Lager-Beer-12-fl-oz-6-Pack/10984540;"[{""dateSeen"":[""2017-12-18T23:36:00.000Z"",""2017-11-11T08:17:00.000Z"",""2017-08-06T16:58:15.982Z""],""sourceURLs"":[""https://www.walmart.com/ip/Heineken-Lager-Beer-6-pack-12-fl-oz/10984540"",""https://www.walmart.com/ip/Heineken-Beer-Bottles-6-PK-12-0-FL-OZ/10984540""],""value"":""Heineken Lager Beer is brewed using the same method developed in 1873 and takes the better part of a month to brew--around twice as long as regular beer. That extended \\""lagering\\"" gives Heineken its distinctive flavor and clarity. The whole brewing process, from brewhouse and fermentation to maturation, is to be described as traditional and classic. Very strict control of the recipe and highly efficient quality control have made Heineken as successful as it is. The characteristics of Heineken include its fresh and fruity yeast aroma and its mildly bitter taste, enhancing the drinkability of the beer. Heineken is brewed in a natural brewing process with no additives. Its ingredients are water, barley malt, hops, and the unique Heineken A-yeast for the fermentation in the brewing process.""},{""dateSeen"":[""2017-01-14T19:38:00Z""],""sourceURLs"":[""https://www.walmart.com/ip/Heineken-Lager-Beer-12-fl-oz-6-Pack/10984540""],""value"":""Heineken Lager Beer: Warning Text: Government Warning: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, And may cause health problems. Ingredients: The Raw Materials Include: Water, Heineken Aos Unique A-Yeast, Malted Barley And Hops. No Additives Are Added to Any Heineken Products. We Do Not Use Any Wheat In Our Recipe. We Also Have A Policy of Not Using Gmo (Genetically Modified Organisms) Raw Materials. Instructions: Enjoy responsibly. Heineken Beer Bottles - 6 PK., Heineken., 6 pack., 12 fl oz bottles., Imported., Premium lager beer., City edition., New York City., Heineken quality., Manufactured by Graphic Packaging International., 2015 Heineken Lager, Imported by Heineken USA., Questions, Call 1-888-Heineken., Enjoy responsibly., Please visit: enjoyheinekenresponsibly.com., Please recycle., www.heineken.com., Original recipe, Brewed with passion for quality, Brewed in Holland, Brewed with passion for quality""},{""dateSeen"":[""2016-08-07T00:18:06Z""],""sourceURLs"":[""http://www.walmart.com/ip/Heineken-Lager-Beer-12-fl-oz-6-Pack/10984540""],""value"":""Heineken Lager Beer is brewed using the same method developed in 1873 and takes the better part of a month to brew--around twice as long as regular beer. That extended \\""lagering\\"" gives Heineken its distinctive flavor and clarity. The whole brewing process, from brewhouse and fermentation to maturation, is to be described as traditional and classic. Very strict control of the recipe and highly efficient quality control have made Heineken as successful as it is. The characteristics of Heineken include its fresh and fruity yeast aroma and its mildly bitter taste, enhancing the drinkability of the beer. Heineken is brewed in a natural brewing process with no additives. Its ingredients are water, barley malt, hops, and the unique Heineken A-yeast for the fermentation in the brewing process. Heineken Lager Beer is brewed using the same method developed in 1873 and takes the better part of a month to brew--around twice as long as regular beer. That extended \\""lagering\\"" gives Heineken its distinctive flavor and clarity. The whole brewing process, from brewhouse and fermentation to maturation, is to be described as traditional and classic. Very strict control of the recipe and highly efficient quality control have made Heineken as successful as it is. The characteristics of Heineken include its fresh and fruity yeast aroma and its mildly bitter taste, enhancing the drinkability of the beer. Heineken is brewed in a natural brewing process with no additives. Its ingredients are water, barley malt, hops, and the unique Heineken A-yeast for the fermentation in the brewing process.Heineken Lager Beer: Warning Text: Government Warning: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, And may cause health problems. Ingredients: The Raw Materials Include: Water, Heineken? Aos Unique A-Yeast, Malted Barley And Hops. No Additives Are Added to Any Heineken Products. We Do Not Use Any Wheat In Our Recipe. We Also Have A Policy of Not Using Gmo (Genetically Modified Organisms) Raw Materials. Original recipe, Brewed with passion for quality, Brewed in Holland, Brewed with passion for quality""}]";110;17.0
14 Hands174 Red Blend - 750ml Bottle;;14 Hands Winery;http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZpm7iw,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxv,http://redsky.target.com/v2/pdp/tcin/14766496?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5604a,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5n5q6,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=810&category=5xt0r,https://www.walmart.com/ip/14-Hands-Hot-To-Trot-Red-Wine-Blend-750-mL/195593862,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=900&category=5xt0r,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=360&category=5xsxv,https://www.walmart.com/reviews/product/195593862,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ27e2vrglhrx;"[{""dateSeen"":[""2017-12-18T23:25:00.000Z"",""2017-11-11T08:19:00.000Z"",""2017-08-06T17:02:10.296Z""],""sourceURLs"":[""https://www.walmart.com/ip/14-Hands-Hot-To-Trot-Red-Wine-Blend-750-mL/195593862""],""value"":""14HNDS HOT TROT RED""}]";111;
Meiomi174 Pinot Noir - 750ml Bottle;;Meiomi;http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxv,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5604a,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5n5q6,http://redsky.target.com/v2/pdp/tcin/14777276?excludes=taxonomy,https://www.walmart.com/ip/Meiomi-Pinot-Noir-Wine-750-mL/185231322,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=450&category=5xt0r,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=540&category=5xt0r,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=630&category=5xt0r,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxv,https://www.walmart.com/reviews/product/185231322,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ27e2vrq6cp6,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5zja3;"[{""dateSeen"":[""2017-12-18T23:23:00.000Z""],""sourceURLs"":[""https://www.walmart.com/ip/Meiomi-Pinot-Noir-Wine-750-mL/185231322""],""value"":""Meiomi Pinot Noir 750ml""},{""dateSeen"":[""2017-11-11T08:19:00.000Z"",""2017-08-06T17:02:09.338Z""],""sourceURLs"":[""https://www.walmart.com/ip/Meiomi-Pinot-Noir-Wine-750-mL/185231322""],""value"":""Meiomi Pinot Noir, 750 mL""}]";112;
Jim Beam174 Apple Bourbon Whiskey - 750ml Bottle;;Jim Beam;http://redsky.target.com/v2/pdp/tcin/50011181?excludes=taxonomy,https://redsky.target.com/groot-domain-api/v1/reviews/50011181?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55as7,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55asa,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=450&category=5n5q6,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxw,https://www.walmart.com/ip/Jim-Beam-Apple-Bourbon-Whiskey-750-mL/49933210,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZv82wb,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZn853x,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ1fmxc,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq2,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55jv3,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq4,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55f01,https://www.walmart.com/ip/Jim-Beam-Apple-Bourbon-Whiskey-750-0-ML/49933210;"[{""dateSeen"":[""2017-12-21T05:40:00.000Z"",""2017-12-16T19:55:00.000Z"",""2017-12-17T05:36:00.000Z"",""2017-12-17T01:05:00.000Z"",""2017-12-19T22:26:00.000Z"",""2017-12-15T11:48:00.000Z"",""2017-12-21T14:27:00.000Z"",""2017-12-08T06:01:00.000Z"",""2017-12-08T04:49:00.000Z"",""2017-12-07T19:15:00.000Z"",""2017-12-05T16:49:00.000Z"",""2017-11-19T14:21:00.000Z"",""2017-11-19T14:20:00.000Z"",""2017-10-26T03:18:00.000Z"",""2017-10-27T07:56:00.000Z"",""2017-10-24T19:05:00.000Z"",""2017-10-26T18:16:00.000Z"",""2017-09-20T14:42:52.897Z"",""2017-09-21T05:24:00.313Z"",""2017-09-20T20:28:33.414Z"",""2017-09-01T22:29:46.071Z"",""2017-09-01T22:22:12.118Z""],""sourceURLs"":[""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55as7"",""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55asa"",""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=450&category=5n5q6"",""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxw"",""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZv82wb"",""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZn853x"",""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ1fmxc"",""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq2"",""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55jv3"",""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq4"",""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55f01""],""value"":""Jim Beam Apple Contains All The Pride Of The Beam Familys 220-Year History With A Refreshing Take On Family Tradition. Our Distillers Have Infused Fine Crisp Apple Liqueur With Fine Kentucky Straight Bourbon Whiskey. The Perfect Mix Of Bourbon Balanced With A Light, Refreshing Apple Twist. Enjoy With Soda Or On The Rocks. Made With Quality Whiskey. Quality Made With Genuine Beam Whiskeybrbrdirectionsbrenjoy Chilled.""},{""dateSeen"":[""2017-12-11T11:40:00.000Z"",""2017-11-08T06:59:00.000Z"",""2017-08-23T10:54:10.317Z""],""sourceURLs"":[""https://www.walmart.com/ip/Jim-Beam-Apple-Bourbon-Whiskey-750-mL/49933210"",""https://www.walmart.com/ip/Jim-Beam-Apple-Bourbon-Whiskey-750-0-ML/49933210""],""value"":""Fresh, crisp green apple aroma and a juicy green apple taste with subtle oak undertones70 proof""},{""dateSeen"":[""2017-08-20T20:49:29.526Z"",""2017-08-20T19:31:53.202Z"",""2017-08-20T19:22:09.769Z"",""2017-08-16T12:35:29.285Z"",""2017-08-16T12:29:51.163Z"",""2017-08-18T21:48:12.228Z"",""2017-08-18T20:26:42.490Z"",""2017-08-18T20:19:50.543Z"",""2017-08-16T13:37:04.896Z"",""2017-08-18T21:06:38.425Z"",""2017-08-06T15:56:14.753Z"",""2017-08-06T15:51:21.931Z"",""2017-08-23T05:57:16.518Z"",""2017-08-04T16:53:03.234Z"",""2017-08-04T16:34:38.878Z"",""2017-08-16T14:35:02.066Z"",""2017-08-08T14:04:17.771Z"",""2017-07-28T15:17:26.635Z"",""2017-07-28T14:51:28.641Z"",""2017-07-23T10:35:47.663Z"",""2017-07-26T17:36:24.550Z"",""2017-07-24T21:16:10.835Z"",""2017-07-26T16:20:16.822Z"",""2017-07-25T00:14:16.375Z"",""2017-07-23T11:20:18.996Z"",""2017-07-24T18:48:48.615Z""],""sourceURLs"":[""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55jv3"",""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq2"",""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55f01"",""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq4""],""value"":""Jim Beam Apple Contains All The Pride Of The Beam Familys 220-year History With A Refreshing Take On Family Tradition. Our Distillers Have Infused Fine Crisp Apple Liqueur With Fine Kentucky Straight Bourbon Whiskey. The Perfect Mix Of Bourbon Balanced With A Light, Refreshing Apple Twist. Enjoy With Soda Or On The Rocks. Made With Quality Whiskey. Quality Made With Genuine Beam Whiskeybrbrdirectionsbrenjoy Chilled.""}]";113;
19 Crimes174 Red Blend - 750ml Bottle;;19 Crimes;http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxv,http://redsky.target.com/v2/pdp/tcin/17125445?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5604a,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5n5q6,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=360&category=5xt0r,https://www.walmart.com/ip/19-Crimes-Red-Wine-Blend-750-mL/187135168,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=450&category=5xt0r,https://www.walmart.com/reviews/product/187135168,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xsxv,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ27e2vrglhrx,https://www.walmart.com/ip/19-Crimes-Red-Wine-1-ct-Bottle/187135168;"[{""dateSeen"":[""2017-12-18T23:23:00.000Z""],""sourceURLs"":[""https://www.walmart.com/ip/19-Crimes-Red-Wine-Blend-750-mL/187135168""],""value"":""19 Crimes Life Sentence Red Blend 750ml""},{""dateSeen"":[""2017-11-11T08:19:00.000Z"",""2017-08-06T17:02:45.168Z""],""sourceURLs"":[""https://www.walmart.com/ip/19-Crimes-Red-Wine-Blend-750-mL/187135168"",""https://www.walmart.com/ip/19-Crimes-Red-Wine-1-ct-Bottle/187135168""],""value"":""19 CRIMES RED BLEND""}]";114;
Horintos Plata Tequila - 750ml Bottle;;Sauza;http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=90&category=5xsxw,http://redsky.target.com/v2/pdp/tcin/47137578?excludes=taxonomy,https://redsky.target.com/groot-domain-api/v1/reviews/47137578?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=630&category=5n5q6,https://www.walmart.com/ip/Sauza-Hornitos-Plata-Tequila-750-mL/157032991,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55asa,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq2,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq4,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZgrkd1,https://www.walmart.com/reviews/product/157032991;"[{""dateSeen"":[""2017-12-18T23:28:00.000Z"",""2017-11-11T08:21:00.000Z""],""sourceURLs"":[""https://www.walmart.com/ip/Sauza-Hornitos-Plata-Tequila-750-mL/157032991""],""value"":""Sauza Hornitos Plata Tequila 750 Ml""}]";115;
Fetzer174 Gewurztraminer - 750ml Bottle;;Fetzer Valley Oaks;http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ56dfs,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xsxv,https://redsky.target.com/groot-domain-api/v1/reviews/13392257?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v2/pdp/tcin/13392257?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5n5q6,https://www.walmart.com/ip/Fetzer-Vineyards-Valley-Oaks-California-Gewurztraminer-Wine-750-mL/14118970,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5zkq6,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5zkq4,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5zkq5,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5zkq3,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=450&category=5xsxv;"[{""dateSeen"":[""2017-12-18T23:23:00.000Z"",""2017-11-11T08:18:00.000Z""],""sourceURLs"":[""https://www.walmart.com/ip/Fetzer-Vineyards-Valley-Oaks-California-Gewurztraminer-Wine-750-mL/14118970""],""value"":""Savor our earth-friendly wines, as good for the planet as they are on the palate. Nine time winner winery Of the year wine & spirits magazine. From the earth To the table. \\""Fetzer is dedicated To environmentally sustainable practices in every step Of our winemaking. For decades this earth-friendly focus has created higher quality wines that simply taste better. Enjoy the honeyed apricot And peach flavors in each glass, And breathe deeply To capture the aromas Of rose petals And honeysuckle.\\"" The earth friendly wine, pioneers in environmental responsibility. Vinted & bottled by fetzer vineyards hopland, mendocino county, california. Contains sulfites. The earth friendly WINE.""}]";116;
Sierra Nevada174 Torpedo Extra Ipa - 12pk / 12oz Bottles;;Sierra Nevada;http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xsxx,http://redsky.target.com/v2/pdp/tcin/16233235?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxxZ56d4g,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=810&category=5n5q6,https://www.walmart.com/ip/Sierra-Nevada-Torpedo-Extra-IPA-12-pack-12-fl-oz/154834332,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxx,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=1170&category=5xsxx,https://www.walmart.com/reviews/product/154834332,https://www.walmart.com/ip/Sierra-Nevada-Torpedo-Extra-IPA-12-12-fl-oz-Bottles/154834332;"[{""dateSeen"":[""2017-12-21T14:06:00.000Z"",""2017-12-21T19:51:00.000Z"",""2017-12-17T01:05:00.000Z"",""2017-12-17T01:04:00.000Z"",""2017-12-17T00:31:00.000Z"",""2017-12-21T14:27:00.000Z"",""2017-12-08T12:42:00.000Z"",""2017-12-08T05:29:00.000Z"",""2017-12-08T04:49:00.000Z"",""2017-09-21T06:16:01.433Z"",""2017-08-31T21:07:44.921Z""],""sourceURLs"":[""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xsxx"",""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxxZ56d4g"",""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=810&category=5n5q6"",""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxx"",""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=1170&category=5xsxx""],""value"":""Torpedo Is An Assertive American Ipa Deep Reddish-Gold In Color, With A Smooth And Bready Malt Presence And Over-The-Top Hop Aromas. The Beer Has A Solid Bitterness And A Massive Hop Flavor, Yet Remains Easy Drinking With A Pleasant Dry Finish.""},{""dateSeen"":[""2017-08-18T09:13:49.558Z"",""2017-08-22T11:18:58.598Z"",""2017-08-06T05:46:14.783Z"",""2017-08-04T06:29:34.400Z"",""2017-07-24T02:08:24.878Z"",""2017-07-23T00:00:56.836Z""],""sourceURLs"":[""http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=1170&category=5xsxx""],""value"":""Torpedo Is An Assertive American Ipa Deep Reddish-gold In Color, With A Smooth And Bready Malt Presence And Over-the-top Hop Aromas. The Beer Has A Solid Bitterness And A Massive Hop Flavor, Yet Remains Easy Drinking With A Pleasant Dry Finish.""}]";117;
Trump174 Chardonnay - 750ml Bottle;;Trump Winery;http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ4y2q4,http://www.ebay.com/itm/Trump-Winery-Chardonnay-Make-America-GRAPE-Again-2-BOTTLES/182354244151?hash=item2a7528f237%3Ag%3AHJ0AAOSw2xRYQist,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5zkq4,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ4y2om,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ4vqdb,http://www.ebay.com/itm/Trump-Winery-2015-Chardonnay-Make-America-GRAPE-Again-6-BOTTLES/172430802283?hash=item2825ad3d6b%3Ag%3AHJ0AAOSw2xRYQist,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5zkq3,http://redsky.target.com/v2/pdp/tcin/50535423?excludes=taxonomy,https://redsky.target.com/groot-domain-api/v1/reviews/50535423?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ56dav;"[{""dateSeen"":[""2017-09-20T00:26:46.870Z"",""2017-09-07T08:45:31.522Z""],""sourceURLs"":[""http://www.ebay.com/itm/Trump-Winery-Chardonnay-Make-America-GRAPE-Again-2-BOTTLES/182354244151?hash=item2a7528f237%3Ag%3AHJ0AAOSw2xRYQist"",""http://www.ebay.com/itm/Trump-Winery-2015-Chardonnay-Make-America-GRAPE-Again-6-BOTTLES/172430802283?hash=item2825ad3d6b%3Ag%3AHJ0AAOSw2xRYQist""],""value"":""Our Chardonnay boasts an attractive light yellow-green color and vibrant pear and lemon aromas. Lush and crispy on the palate, its bright citrus notes beautifully balance the subtle creaminess and vanilla that comes on the finish. eBay!""},{""dateSeen"":[""2017-08-26T08:23:37.543Z""],""sourceURLs"":[""http://www.ebay.com/itm/Trump-Winery-Chardonnay-Make-America-GRAPE-Again-2-BOTTLES/182354244151?hash=item2a7528f237%3Ag%3AHJ0AAOSw2xRYQist""],""value"":""Trump Winery Chardonnay Make America GRAPE Again *2 BOTTLES* in Home Garden, Food Beverages, Alcohol Alcohol Mixers, Wine, Red Wines eBay""}]";118;
Columbia Crest174 2 Vines Cabernet Sauvignon - 750ml Bottle;B0029Y1680;Columbia Crest;http://redsky.target.com/v2/pdp/tcin/13426746?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ55f43,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=450&category=5xsxv,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ27e2vrjf175,http://www.amazon.com/Crest-Mint-Splash-Oral-Travel/dp/B0029Y1680;;119;
