id;product_fk;categorie;id
1134;156; Wine & Spirits;1134
1135;156;Cocktail Mixers;1135
1136;156;Coconut Sauce;1136
1137;156;Grocery & Gourmet Food;1137
1138;156;Sauces;1138
1139;156; Gravies & Marinades;1139
1140;156;Sauces;1140
1141;156;Asian;1141
1142;156;Baking;1142
1143;157;Food;1143
1144;157;Beverages;1144
1145;157;Beer;1145
1146;157; Wine & Spirits;1146
1147;157;Cocktail Mixers;1147
1148;157;Grocery & Gourmet Food;1148
1149;157;Bottled Beverages;1149
1150;157; Water & Drink Mixes;1150
1151;157;Bitters;1151
1152;157;Grocery;1152
1153;158;Food;1153
1154;158;Beverages;1154
1155;158;Beer;1155
1156;158; Wine & Spirits;1156
1157;158;Cocktail Mixers;1157
1158;158;Spirits;1158
1159;159;Food;1159
1160;159;Beverages;1160
1161;159;Beer;1161
1162;159; Wine & Spirits;1162
1163;159;Cocktail Mixers;1163
1164;159;Bloody Mary;1164
1165;159;Spirits;1165
1166;160;Food;1166
1167;160;Beverages;1167
1168;160;Beer;1168
1169;160; Wine & Spirits;1169
1170;160;Cocktail Mixers;1170
1171;160;Spirits;1171
1172;161;Food;1172
1173;161;Beverages;1173
1174;161;Beer;1174
1175;161; Wine & Spirits;1175
1176;161;Wine;1176
1177;161;Sparkling;1177
1178;161;Grocery;1178
1179;162;Food;1179
1180;162;Beverages;1180
1181;162;Beer;1181
1182;162; Wine & Spirits;1182
1183;162;Spirits;1183
1184;163;Food;1184
1185;163;Beverages;1185
1186;163;Beer;1186
1187;163; Wine & Spirits;1187
1188;163;Spirits;1188
1189;164;Food;1189
1190;164;Beverages;1190
1191;164;Beer;1191
1192;164; Wine & Spirits;1192
1193;164;Wine;1193
1194;165;Food;1194
1195;165;Beverages;1195
1196;165;Beer;1196
1197;165; Wine & Spirits;1197
1198;165;Spirits;1198
1199;166;Food;1199
1200;166;Beverages;1200
1201;166;Beer;1201
1202;166; Wine & Spirits;1202
1203;166;Beer;1203
1204;166;Grocery;1204
1205;167;Food;1205
1206;167;Beverages;1206
1207;167;Beer;1207
1208;167; Wine & Spirits;1208
1209;167;Beer;1209
1210;167;#9195 in;1210
1211;167;#1002 in;1211
1212;167;#306 in;1212
1213;168;Food;1213
1214;168;Beverages;1214
1215;168;Beer;1215
1216;168; Wine & Spirits;1216
1217;168;Beer;1217
1218;169;Food;1218
1219;169;Beverages;1219
1220;169;Beer;1220
1221;169; Wine & Spirits;1221
1222;169;Spirits;1222
1223;170;Food;1223
1224;170;Beverages;1224
1225;170;Beer;1225
1226;170; Wine & Spirits;1226
1227;170;Spirits;1227
1228;171;Food;1228
1229;171;Beverages;1229
1230;171;Beer;1230
1231;171; Wine & Spirits;1231
1232;171;Wine;1232
1233;172;Food & Beverage;1233
1234;172;Beverages;1234
1235;172;Soda & Pop;1235
1236;172;Food;1236
1237;172;Beer;1237
1238;172; Wine & Spirits;1238
1239;172;Spirits;1239
1240;172;Soda Pop;1240
1241;172;Soft Drinks;1241
1242;172;Grocery;1242
1243;173;Food;1243
1244;173;Coffee;1244
1245;173;Ready to Drink Coffee;1245
1246;173;Beverages;1246
1247;173;Beer;1247
1248;173; Wine & Spirits;1248
1249;173;Beer;1249
1250;174;Food & Beverage;1250
1251;174;Frozen Foods;1251
1252;174;Frozen Bread & Dough;1252
1253;174;Food;1253
1254;174;Beverages;1254
1255;174;Beer;1255
1256;174; Wine & Spirits;1256
1257;174;Beer;1257
1258;174;Fresh Food;1258
1259;174;Frozen Bread;1259
1260;175;Food;1260
1261;175;Beverages;1261
1262;175;Beer;1262
1263;175; Wine & Spirits;1263
1264;175;Cocktail Mixers;1264
1265;176;Food;1265
1266;176;Beverages;1266
1267;176;Beer;1267
1268;176; Wine & Spirits;1268
1269;176;Cocktail Mixers;1269
1270;177;Food;1270
1271;177;Beverages;1271
1272;177;Beer;1272
1273;177; Wine & Spirits;1273
1274;177;Beer;1274
1275;177;Grocery;1275
1276;178;Food;1276
1277;178;Beverages;1277
1278;178;Beer;1278
1279;178; Wine & Spirits;1279
1280;178;Beer;1280
1281;179;Food;1281
1282;179;Beverages;1282
1283;179;Beer;1283
1284;179; Wine & Spirits;1284
1285;179;Wine;1285
1286;180;Food;1286
1287;180;Beverages;1287
1288;180;Beer;1288
1289;180; Wine & Spirits;1289
1290;180;Spirits;1290
1291;180;grocery;1291
1292;181;Food;1292
1293;181;Beverages;1293
1294;181;Beer;1294
1295;181; Wine & Spirits;1295
1296;181;Wine;1296
1297;182;Food;1297
1298;182;Beverages;1298
1299;182;Beer;1299
1300;182; Wine & Spirits;1300
1301;182;Spirits;1301
1302;183;Food;1302
1303;183;Beverages;1303
1304;183;Beer;1304
1305;183; Wine & Spirits;1305
1306;183;Spirits;1306
1307;183;Grocery;1307
1308;184;Food;1308
1309;184;Beverages;1309
1310;184;Beer;1310
1311;184; Wine & Spirits;1311
1312;184;Wine;1312
1313;185;Food;1313
1314;185;Beverages;1314
1315;185;Beer;1315
1316;185; Wine & Spirits;1316
1317;185;Wine;1317
1318;186;Food;1318
1319;186;Beverages;1319
1320;186;Beer;1320
1321;186; Wine & Spirits;1321
1322;186;Spirits;1322
1323;187;Food;1323
1324;187;Beverages;1324
1325;187;Beer;1325
1326;187; Wine & Spirits;1326
1327;187;Cocktail Mixers;1327
1328;187;Spirits;1328
1329;188;Food;1329
1330;188;Beverages;1330
1331;188;Beer;1331
1332;188; Wine & Spirits;1332
1333;188;Beer;1333
1334;188;Grocery;1334
1335;189;Food;1335
1336;189;Beverages;1336
1337;189;Beer;1337
1338;189; Wine & Spirits;1338
1339;189;Beer;1339
1340;189;Beauty;1340
1341;189;Hair Care;1341
1342;189;Shampoo;1342
1343;190;Food;1343
1344;190;Beverages;1344
1345;190;Beer;1345
1346;190; Wine & Spirits;1346
1347;190;Cocktail Mixers;1347
1348;190;Home & Garden;1348
1349;190;Food & Beverages;1349
1350;190;Alcohol & Alcohol Mixers;1350
1351;190;Margarita;1351
1352;190;Spirits;1352
1353;191;Food;1353
1354;191;Beverages;1354
1355;191;Beer;1355
1356;191; Wine & Spirits;1356
1357;191;Cocktail Mixers;1357
1358;192;Food;1358
1359;192;Beverages;1359
1360;192;Beer;1360
1361;192; Wine & Spirits;1361
1362;192;Cocktail Mixers;1362
1363;192;Meal Solutions;1363
1364;192; Grains & Pasta;1364
1365;192;Condiments;1365
1366;192; Sauces & Spices;1366
1367;192;Salt;1367
1368;192; Spices & Seasoning;1368
1369;193;Food;1369
1370;193;Beverages;1370
1371;193;Beer;1371
1372;193; Wine & Spirits;1372
1373;193;Beer;1373
1374;193;Meal Solutions;1374
1375;193; Grains & Pasta;1375
1376;193;Canned Goods & Soups;1376
1377;193;Meat & Poultry;1377
1378;194;Food;1378
1379;194;Beverages;1379
1380;194;Beer;1380
1381;194; Wine & Spirits;1381
1382;194;Beer;1382
1383;195;Food;1383
1384;195;Beverages;1384
1385;195;Beer;1385
1386;195; Wine & Spirits;1386
1387;195;Spirits;1387
1388;196;Food;1388
1389;196;Beverages;1389
1390;196;Beer;1390
1391;196; Wine & Spirits;1391
1392;196;Spirits;1392
1393;197;Food;1393
1394;197;Beverages;1394
1395;197;Beer;1395
1396;197; Wine & Spirits;1396
1397;197;Beer;1397
1398;197;Grocery & Gourmet Food;1398
1399;197;Bottled Beverages;1399
1400;197; Water & Drink Mixes;1400
1401;197;Soft Drinks;1401
1402;198;Food;1402
1403;198;Beverages;1403
1404;198;Beer;1404
1405;198; Wine & Spirits;1405
1406;198;Beer;1406
1407;199;Food;1407
1408;199;Beverages;1408
1409;199;Beer;1409
1410;199; Wine & Spirits;1410
1411;199;Spirits;1411
1412;200;Food;1412
1413;200;Beverages;1413
1414;200;Beer;1414
1415;200; Wine & Spirits;1415
1416;200;Wine;1416
1417;201;Food;1417
1418;201;Beverages;1418
1419;201;Beer;1419
1420;201; Wine & Spirits;1420
1421;201;Beer;1421
1422;202;Food;1422
1423;202;Beverages;1423
1424;202;Beer;1424
1425;202; Wine & Spirits;1425
1426;202;Wine;1426
1427;202; Beer and Beverage Fridges;1427
1428;202;Business & Industrial;1428
1429;202;Restaurant & Catering;1429
1430;202;Bar & Beverage Equipment;1430
1431;202;Kegerator;1431
1432;202; Direct Draw Coolers;1432
1433;202;Draft Beer Dispensing;1433
1434;202;Empty Kegs;1434
1435;203;Food;1435
1436;203;Beverages;1436
1437;203;Beer;1437
1438;203; Wine & Spirits;1438
1439;203;Cocktail Mixers;1439
1440;204;Food;1440
1441;204;Beverages;1441
1442;204;Beer;1442
1443;204; Wine & Spirits;1443
1444;204;Cocktail Mixers;1444
1445;205;Food;1445
1446;205;Beverages;1446
1447;205;Beer;1447
1448;205; Wine & Spirits;1448
1449;205;Cocktail Mixers;1449
1450;205;Martini;1450
1451;205;Grocery & Gourmet Food;1451
1452;205;Bottled Beverages;1452
1453;205; Water & Drink Mixes;1453
1454;205;Olives;1454
1455;206;Food;1455
1456;206;Beverages;1456
1457;206;Beer;1457
1458;206; Wine & Spirits;1458
1459;206;Cocktail Mixers;1459
1460;206;Grocery & Gourmet Food;1460
1461;206;Bottled Beverages;1461
1462;206; Water & Drink Mixes;1462
1463;207;Food;1463
1464;207;Beverages;1464
1465;207;Beer;1465
1466;207; Wine & Spirits;1466
1467;207;Cocktail Mixers;1467
1468;208;Food;1468
1469;208;Beverages;1469
1470;208;Beer;1470
1471;208; Wine & Spirits;1471
1472;208;Cocktail Mixers;1472
1473;209;Food & Beverage;1473
1474;209;Beverages;1474
1475;209;Powdered & Liquid Drink Mixes;1475
1476;209;Food;1476
1477;209;Beer;1477
1478;209; Wine & Spirits;1478
1479;209;Cocktail Mixers;1479
1480;209;Cocktail Mixes;1480
1481;209;Grocery & Gourmet Food;1481
1482;209;Bottled Beverages;1482
1483;209; Water & Drink Mixes;1483
1484;209;Soft Drinks;1484
1485;209;Water;1485
1486;209;grocery;1486
1487;210;Food;1487
1488;210;Beverages;1488
1489;210;Beer;1489
1490;210; Wine & Spirits;1490
1491;210;Beer;1491
1492;210;Fresh Food;1492
1493;210;Artisan Breads;1493
1494;211;Food;1494
1495;211;Beverages;1495
1496;211;Beer;1496
1497;211; Wine & Spirits;1497
1498;211;Wine;1498
1499;212;Food;1499
1500;212;Beverages;1500
1501;212;Beer;1501
1502;212; Wine & Spirits;1502
1503;212;Wine;1503
1504;213;Food;1504
1505;213;Beverages;1505
1506;213;Beer;1506
1507;213; Wine & Spirits;1507
1508;213;Cocktail Mixers;1508
1509;213;Juice;1509
1510;213;Spirits;1510
1511;214;Food;1511
1512;214;Beverages;1512
1513;214;Beer;1513
1514;214; Wine & Spirits;1514
1515;214;Cocktail Mixers;1515
1516;215;Food;1516
1517;215;Beverages;1517
1518;215;Beer;1518
1519;215; Wine & Spirits;1519
1520;215;Cocktail Mixers;1520
1521;215;Spirits;1521
1522;216;Food;1522
1523;216;Beverages;1523
1524;216;Beer;1524
1525;216; Wine & Spirits;1525
1526;216;Cocktail Mixers;1526
1527;216;Grocery & Gourmet Food;1527
1528;216;Bottled Beverages;1528
1529;216; Water & Drink Mixes;1529
1530;216;Bloody Mary;1530
1531;217;Food;1531
1532;217;Beverages;1532
1533;217;Beer;1533
1534;217; Wine & Spirits;1534
1535;217;Spirits;1535
1536;218;Food;1536
1537;218;Beverages;1537
1538;218;Beer;1538
1539;218; Wine & Spirits;1539
1540;218;Spirits;1540
1541;219;Food;1541
1542;219;Beverages;1542
1543;219;Beer;1543
1544;219; Wine & Spirits;1544
1545;219;Spirits;1545
1546;220;Food;1546
1547;220;Beverages;1547
1548;220;Beer;1548
1549;220; Wine & Spirits;1549
1550;220;Spirits;1550
1551;221;Food;1551
1552;221;Beverages;1552
1553;221;Beer;1553
1554;221; Wine & Spirits;1554
1555;221;Spirits;1555
1556;221;Water;1556
1557;221;Other Grocery;1557
1558;221;Grocery;1558
1559;222;Food;1559
1560;222;Beverages;1560
1561;222;Beer;1561
1562;222; Wine & Spirits;1562
1563;222;Wine;1563
1564;222;Grocery;1564
1565;223;Food;1565
1566;223;Beverages;1566
1567;223;Beer;1567
1568;223; Wine & Spirits;1568
1569;223;Spirits;1569
1570;224;Food & Beverage;1570
1571;224;Beverages;1571
1572;224;Cocktail Mixes;1572
1573;224;Food;1573
1574;224;Beer;1574
1575;224; Wine & Spirits;1575
1576;224;Cocktail Mixers;1576
1577;224;Bloody Mary;1577
1578;224;Spirits;1578
1579;225;Food & Beverage;1579
1580;225;Beverages;1580
1581;225;Cocktail Mixes;1581
1582;225;Food;1582
1583;225;Beer;1583
1584;225; Wine & Spirits;1584
1585;225;Cocktail Mixers;1585
1586;225;Home & Garden;1586
1587;225;Food & Beverages;1587
1588;225;Alcohol & Alcohol Mixers;1588
1589;225;Categories;1589
1590;225;Spirits;1590
1591;226;Food & Beverage;1591
1592;226;Beverages;1592
1593;226;Cocktail Mixes;1593
1594;226;Food;1594
1595;226;Beer;1595
1596;226; Wine & Spirits;1596
1597;226;Cocktail Mixers;1597
1598;226;Margarita;1598
1599;226;Grocery & Gourmet Food;1599
1600;226;Bottled Beverages;1600
1601;226; Water & Drink Mixes;1601
1602;227;Business & Industrial;1602
1603;227;Restaurant & Catering;1603
1604;227;Bar & Beverage Equipment;1604
1605;227;Bar Supplies;1605
1606;227;Home & Garden;1606
1607;227;Food & Beverages;1607
1608;227;Alcohol & Alcohol Mixers;1608
1609;227;Cocktail Mixers;1609
1610;227;Food;1610
1611;227;Beverages;1611
1612;227;Beer;1612
1613;227; Wine & Spirits;1613
1614;227;Beer;1614
1615;227;Bitters;1615
1616;227;Grocery & Gourmet Food;1616
1617;227;Bottled Beverages;1617
1618;227; Water & Drink Mixes;1618
1619;228;Food;1619
1620;228;Beverages;1620
1621;228;Beer;1621
1622;228; Wine & Spirits;1622
1623;228;Cocktail Mixers;1623
1624;228;Grocery & Gourmet Food;1624
1625;228;Bottled Beverages;1625
1626;228; Water & Drink Mixes;1626
1627;228;Bitters;1627
1628;228;Spirits;1628
1629;228;grocery;1629
1630;229;Food;1630
1631;229;Beverages;1631
1632;229;Beer;1632
1633;229; Wine & Spirits;1633
1634;229;Cocktail Mixers;1634
1635;229;Spirits;1635
1636;230;Food;1636
1637;230;Beverages;1637
1638;230;Beer;1638
1639;230; Wine & Spirits;1639
1640;230;Cocktail Mixers;1640
1641;230;Grocery & Gourmet Food;1641
1642;230;Bottled Beverages;1642
1643;230; Water & Drink Mixes;1643
1644;230;Vitamins;1644
1645;230;Health;1645
1646;231;Food;1646
1647;231;Beverages;1647
1648;231;Beer;1648
1649;231; Wine & Spirits;1649
1650;231;Wine;1650
1651;231;Helmets;1651
1652;232;Food;1652
1653;232;Beverages;1653
1654;232;Beer;1654
1655;232; Wine & Spirits;1655
1656;232;Cocktail Mixers;1656
1657;232;Daiquiri;1657
1658;232;Juice;1658
1659;232;#851          in;1659
1660;232;Health;1660
1661;232;#6;1661
1662;232;499          in;1662
1663;232;#6;1663
1664;232;499 in;1664
1665;232;#6499 in;1665
1666;232;Vitamins;1666
1667;232;#851 in;1667
1668;232;#179 in;1668
1669;232;#179          in;1669
1670;233;Grocery & Gourmet Food;1670
1671;233;Beverages;1671
1672;233;Bottled Beverages;1672
1673;233; Water & Drink Mixes;1673
1674;233;Cocktail Mixers;1674
1675;233;Bitters;1675
1676;233;Food;1676
1677;233;Beer;1677
1678;233; Wine & Spirits;1678
1679;233;Grocery;1679
1680;233;Spirits;1680
1681;234;Food;1681
1682;234;Beverages;1682
1683;234;Beer;1683
1684;234; Wine & Spirits;1684
1685;234;Cocktail Mixers;1685
1686;234;Spirits;1686
1687;235;Food;1687
1688;235;Beverages;1688
1689;235;Beer;1689
1690;235; Wine & Spirits;1690
1691;235;Spirits;1691
1692;235;Grocery;1692
1693;236;Food;1693
1694;236;Beverages;1694
1695;236;Beer;1695
1696;236; Wine & Spirits;1696
1697;236;Spirits;1697
1698;237;Food;1698
1699;237;Beverages;1699
1700;237;Beer;1700
1701;237; Wine & Spirits;1701
1702;237;Wine;1702
1703;238;Food;1703
1704;238;Beverages;1704
1705;238;Beer;1705
1706;238; Wine & Spirits;1706
1707;238;Spirits;1707
1708;239;Food;1708
1709;239;Beverages;1709
1710;239;Beer;1710
1711;239; Wine & Spirits;1711
1712;239;Spirits;1712
1713;240;Food;1713
1714;240;Beverages;1714
1715;240;Beer;1715
1716;240; Wine & Spirits;1716
1717;240;Spirits;1717
1718;241;Food;1718
1719;241;Beverages;1719
1720;241;Beer;1720
1721;241; Wine & Spirits;1721
1722;241;Wine;1722
1723;241;Red;1723
1724;242;Food;1724
1725;242;Beverages;1725
1726;242;Beer;1726
1727;242; Wine & Spirits;1727
1728;242;Spirits;1728
1729;243;Food & Beverage;1729
1730;243;Beverages;1730
1731;243;Cocktail Mixes;1731
1732;243;Food;1732
1733;243;Beer;1733
1734;243; Wine & Spirits;1734
1735;243;Cocktail Mixers;1735
1736;243;#23900 in;1736
1737;243;#3363 in;1737
1738;243;#321 in;1738
1739;244;Food & Beverage;1739
1740;244;Beverages;1740
1741;244;Cocktail Mixes;1741
1742;244;Food;1742
1743;244;Beer;1743
1744;244; Wine & Spirits;1744
1745;244;Cocktail Mixers;1745
1746;244;Margarita;1746
1747;244;UNNAV;1747
1748;245;Food;1748
1749;245;Beverages;1749
1750;245;Beer;1750
1751;245; Wine & Spirits;1751
1752;245;Beer;1752
1753;246;Food;1753
1754;246;Beverages;1754
1755;246;Beer;1755
1756;246; Wine & Spirits;1756
1757;246;Cocktail Mixers;1757
1758;246;Spirits;1758
1759;246;Juice;1759
1760;247;Food;1760
1761;247;Beverages;1761
1762;247;Beer;1762
1763;247; Wine & Spirits;1763
1764;247;Wine;1764
1765;247;Wholesale Lots;1765
1766;247;Other Wholesale Toy Lots;1766
1767;248;Food;1767
1768;248;Beverages;1768
1769;248;Beer;1769
1770;248; Wine & Spirits;1770
1771;248;Cocktail Mixers;1771
1772;248;Spirits;1772
1773;249;Food;1773
1774;249;Beverages;1774
1775;249;Beer;1775
1776;249; Wine & Spirits;1776
1777;249;Cocktail Mixers;1777
1778;249;Margarita;1778
1779;249;Spirits;1779
1780;250;Food;1780
1781;250;Beverages;1781
1782;250;Beer;1782
1783;250; Wine & Spirits;1783
1784;250;Wine;1784
1785;250;Helmets;1785
1786;251;Health;1786
1787;251;Detox & Digestive Aids;1787
1788;251;Stomach Remedies;1788
1789;251;Food;1789
1790;251;Beverages;1790
1791;251;Beer;1791
1792;251; Wine & Spirits;1792
1793;251;Cocktail Mixers;1793
1794;251;Detox & Digestion;1794
1795;251;Vitamins;1795
1796;251;Health & Household;1796
1797;251;Health Care;1797
1798;251;Medications & Treatments;1798
1799;251;Digestion & Nausea;1799
1800;252;Food;1800
1801;252;Beverages;1801
1802;252;Beer;1802
1803;252; Wine & Spirits;1803
1804;252;Cocktail Mixers;1804
1805;252;Grocery & Gourmet Food;1805
1806;252;Snack Foods;1806
1807;252;Chips & Crisps;1807
1808;253;Food;1808
1809;253;Beverages;1809
1810;253;Beer;1810
1811;253; Wine & Spirits;1811
1812;253;Cocktail Mixers;1812
1813;253;Spirits;1813
1814;254;Food;1814
1815;254;Beverages;1815
1816;254;Beer;1816
1817;254; Wine & Spirits;1817
1818;254;Beer;1818
1819;254;Fresh Food;1819
1820;254;Bakery & Bread;1820
1821;254;Sandwich Breads;1821
1822;255;Food;1822
1823;255;Beverages;1823
1824;255;Beer;1824
1825;255; Wine & Spirits;1825
1826;255;Wine;1826
1827;256;Food;1827
1828;256;Beverages;1828
1829;256;Beer;1829
1830;256; Wine & Spirits;1830
1831;256;Beer;1831
1832;256;Party Supplies;1832
1833;257;Food;1833
1834;257;Beverages;1834
1835;257;Beer;1835
1836;257; Wine & Spirits;1836
1837;257;Cocktail Mixers;1837
1838;257;Home & Garden;1838
1839;257;Food & Beverages;1839
1840;257;Fruit Juices;1840
1841;257;Grocery & Gourmet Food;1841
1842;257;Bottled Beverages;1842
1843;257; Water & Drink Mixes;1843
1844;258;Food;1844
1845;258;Beverages;1845
1846;258;Beer;1846
1847;258; Wine & Spirits;1847
1848;258;Wine;1848
1849;259;Food;1849
1850;259;Beverages;1850
1851;259;Beer;1851
1852;259; Wine & Spirits;1852
1853;259;Cocktail Mixers;1853
1854;259;Spirits;1854
1855;260;Food;1855
1856;260;Beverages;1856
1857;260;Beer;1857
1858;260; Wine & Spirits;1858
1859;260;Cocktail Mixers;1859
1860;260;Spirits;1860
1861;261;Food;1861
1862;261;Beverages;1862
1863;261;Beer;1863
1864;261; Wine & Spirits;1864
1865;261;Beer;1865
1866;261;Bread and Flour Products;1866
1867;262;Food;1867
1868;262;Beverages;1868
1869;262;Beer;1869
1870;262; Wine & Spirits;1870
1871;262;Beer;1871
1872;263;UNNAV;1872
1873;263;Food;1873
1874;263;Beverages;1874
1875;263;Beer;1875
1876;263; Wine & Spirits;1876
1877;263;Beer;1877
1878;264;Food;1878
1879;264;Beverages;1879
1880;264;Beer;1880
1881;264; Wine & Spirits;1881
1882;264;Cocktail Mixers;1882
1883;264;Spirits;1883
1884;264;Water;1884
1885;265;Food;1885
1886;265;Beverages;1886
1887;265;Beer;1887
1888;265; Wine & Spirits;1888
1889;265;Cocktail Mixers;1889
1890;265;Meal Solutions;1890
1891;265; Grains & Pasta;1891
1892;265;Condiments;1892
1893;265; Sauces & Spices;1893
1894;265;Condiments;1894
1895;266;Food;1895
1896;266;Beverages;1896
1897;266;Beer;1897
1898;266; Wine & Spirits;1898
1899;266;Cocktail Mixers;1899
1900;267;Food;1900
1901;267;Beverages;1901
1902;267;Soft Drinks;1902
1903;267;Beer;1903
1904;267; Wine & Spirits;1904
1905;267;Beer;1905
1906;268;Food;1906
1907;268;Beverages;1907
1908;268;Beer;1908
1909;268; Wine & Spirits;1909
1910;268;Cocktail Mixers;1910
1911;268;Spirits;1911
1912;269;Food;1912
1913;269;Beverages;1913
1914;269;Beer;1914
1915;269; Wine & Spirits;1915
1916;269;Beer;1916
1917;269;Baking;1917
1918;270;Food;1918
1919;270;Beverages;1919
1920;270;Beer;1920
1921;270; Wine & Spirits;1921
1922;270;Wine;1922
1923;270; Beer and Beverage Fridges;1923
1924;270;Small Wine Cellars;1924
1925;271;Food;1925
1926;271;Beverages;1926
1927;271;Beer;1927
1928;271; Wine & Spirits;1928
1929;271;Beer;1929
1930;271;Health & Household;1930
1931;271;Vitamins & Dietary Supplements;1931
1932;271;Supplements;1932
1933;271;Digestive Supplements;1933
1934;271;Dietary Fibers;1934
1935;271;Health;1935
1936;271;Medicine Cabinet;1936
1937;271;Digestion & Nausea;1937
1938;271;Gas Relief;1938
1939;271;Prebiotics;1939
1940;271;Health Care;1940
1941;271;Medications & Treatments;1941
1942;272;Food;1942
1943;272;Beverages;1943
1944;272;Beer;1944
1945;272; Wine & Spirits;1945
1946;272;Wine;1946
1947;272;Industrial;1947
1948;273;Food;1948
1949;273;Beverages;1949
1950;273;Beer;1950
1951;273; Wine & Spirits;1951
1952;273;Cocktail Mixers;1952
1953;273;Spirits;1953
1954;274;Food;1954
1955;274;Beverages;1955
1956;274;Beer;1956
1957;274; Wine & Spirits;1957
1958;274;Cocktail Mixers;1958
1959;274;Grocery & Gourmet Food;1959
1960;274;Bottled Beverages;1960
1961;274; Water & Drink Mixes;1961
1962;274;Coffee;1962
1963;274; Tea & Beverages;1963
1964;274;Spirits;1964
1965;275;Food;1965
1966;275;Beverages;1966
1967;275;Beer;1967
1968;275; Wine & Spirits;1968
1969;275;Wine;1969
1970;276;Food & Beverage;1970
1971;276;Frozen Foods;1971
1972;276;Frozen Appetizers & Snacks;1972
1973;276;Food;1973
1974;276;Beverages;1974
1975;276;Beer;1975
1976;276; Wine & Spirits;1976
1977;276;Beer;1977
1978;276;Pizza;1978
1979;276;#8805 in;1979
1980;276;#447 in;1980
1981;276;#29 in;1981
1982;277;Food;1982
1983;277;Beverages;1983
1984;277;Beer;1984
1985;277; Wine & Spirits;1985
1986;277;Cocktail Mixers;1986
1987;278;Food;1987
1988;278;Beverages;1988
1989;278;Beer;1989
1990;278; Wine & Spirits;1990
1991;278;Cocktail Mixers;1991
1992;278;Spirits;1992
1993;278;Juice;1993
1994;278;grocery;1994
1995;279;Food;1995
1996;279;Beverages;1996
1997;279;Beer;1997
1998;279; Wine & Spirits;1998
1999;279;Cocktail Mixers;1999
2000;279;Bitters;2000
2001;279;Spirits;2001
2002;279;grocery;2002
2003;280;Food;2003
2004;280;Beverages;2004
2005;280;Beer;2005
2006;280; Wine & Spirits;2006
2007;280;Cocktail Mixers;2007
2008;280;Bitters;2008
2009;280;Grocery & Gourmet Food;2009
2010;280;Bottled Beverages;2010
2011;280; Water & Drink Mixes;2011
2012;280;grocery;2012
2013;281;Food;2013
2014;281;Beverages;2014
2015;281;Beer;2015
2016;281; Wine & Spirits;2016
2017;281;Cocktail Mixers;2017
2018;282;Food;2018
2019;282;Beverages;2019
2020;282;Beer;2020
2021;282; Wine & Spirits;2021
2022;282;Beer;2022
2023;283;Food & Beverage;2023
2024;283;Coffee;2024
2025;283; Tea & Cocoa;2025
2026;283;Beverages;2026
2027;283;Iced Tea;2027
2028;283;Tea;2028
2029;283;Food;2029
2030;283;Beer;2030
2031;283; Wine & Spirits;2031
2032;283;Beer;2032
2033;284;Food;2033
2034;284;Beverages;2034
2035;284;Beer;2035
2036;284; Wine & Spirits;2036
2037;284;Cocktail Mixers;2037
2038;285;Food;2038
2039;285;Beverages;2039
2040;285;Beer;2040
2041;285; Wine & Spirits;2041
2042;285;Beer;2042
2043;285;Industrial;2043
2044;286;Food;2044
2045;286;Beverages;2045
2046;286;Beer;2046
2047;286; Wine & Spirits;2047
2048;286;Cocktail Mixers;2048
2049;286;Spirits;2049
2050;287;Food;2050
2051;287;Beverages;2051
2052;287;Beer;2052
2053;287; Wine & Spirits;2053
2054;287;Cocktail Mixers;2054
2055;287;Spirits;2055
2056;288;Food;2056
2057;288;Beverages;2057
2058;288;Beer;2058
2059;288; Wine & Spirits;2059
2060;288;Wine;2060
2061;288;grocery;2061
2062;289;Food;2062
2063;289;Condiments;2063
2064;289; Sauces & Spices;2064
2065;289;Condiments;2065
2066;289;Beer Mustard;2066
2067;289;Grocery & Gourmet Food;2067
2068;289;Condiments & Salad Dressings;2068
2069;289;Mustard;2069
2070;289;Oils;2070
2071;289; Condiments;2071
2072;289; Sauces;2072
2073;290;Food;2073
2074;290;Beverages;2074
2075;290;Beer;2075
2076;290; Wine & Spirits;2076
2077;290;Beer;2077
2078;290;Wholesale Lots;2078
2079;290;Skin Care;2079
2080;290;#309 in;2080
2081;290;Makeup;2081
2082;290;Beauty;2082
2083;290;#39 in;2083
2084;290;#2;2084
2085;290;822 in;2085
2086;290;Lips;2086
2087;290;Lip Care;2087
2088;291;Food;2088
2089;291;Fresh Food;2089
2090;291;Meat;2090
2091;291; Seafood & Poultry;2091
2092;291;Bacon & Sausages;2092
2093;291;Beverages;2093
2094;291;Beer;2094
2095;292;Food;2095
2096;292;Condiments;2096
2097;292; Sauces & Spices;2097
2098;292;Salt;2098
2099;292; Spices & Seasoning;2099
2100;292;Meal Solutions;2100
2101;292; Grains & Pasta;2101
2102;292;Cooking Wine;2102
2103;292;Grocery & Gourmet Food;2103
2104;292;Cooking & Baking;2104
2105;292;Wine & Champagnes;2105
2106;292;Beverages;2106
2107;292;Food & Grocery;2107
2108;293;Food;2108
2109;293;Meal Solutions;2109
2110;293; Grains & Pasta;2110
2111;293;Condiments;2111
2112;293; Sauces & Spices;2112
2113;293;Condiments;2113
2114;293;Red Wine;2114
2115;294;Food;2115
2116;294;Meal Solutions;2116
2117;294; Grains & Pasta;2117
2118;294;Canned Goods;2118
2119;294;Canned Ready to Eat Meals;2119
2120;294;Canned Goods & Soups;2120
